Startdatum,Enddatum,Ort,Jahreszeit,Dauer,avgtemp_c,maxwind_kph,totalprecip_mm,avghumidity,Waldfläche in Hektar,Anzahl der Waldbrände
2014-12-01,2014-12-31,Berlin,4,31,2.0,21.0,1.9,89.1,15752,0
2012-08-01,2012-08-31,Mecklenburg-Vorpommern,2,31,17.7,17.2,1.6,78.2,490225,3
2019-05-01,2019-05-31,Brandenburg,1,31,12.3,16.8,1.2,75.9,1030796,24
2021-07-01,2021-07-31,Nordrhein-Westfalen,2,31,18.4,15.1,5.6,77.6,845939,6
2013-05-01,2013-05-31,Hamburg,1,31,12.3,16.3,4.8,85.0,4016,0
2010-01-01,2010-01-31,Brandenburg,4,31,-5.3,19.9,1.3,96.5,1030796,0
2019-03-01,2019-03-31,Hamburg,1,31,6.7,23.3,2.8,80.5,4016,0
2012-06-01,2012-06-30,Brandenburg,2,30,15.7,16.7,3.6,79.3,1030796,17
2017-01-01,2017-01-31,Bayern,4,31,-7.5,10.4,3.4,91.5,2487176,1
2010-01-01,2010-01-31,Hamburg,4,31,-3.7,22.0,1.1,94.0,4016,0
2020-06-01,2020-06-30,Thuringen,2,30,16.4,15.3,2.6,83.0,527936,1
2014-10-01,2014-10-31,Mecklenburg-Vorpommern,3,31,12.3,18.1,1.8,86.7,490225,0
2012-11-01,2012-11-30,Brandenburg,3,30,5.0,17.4,1.3,88.6,1030796,1
2011-03-01,2011-03-31,Bremen,1,31,4.6,17.1,0.4,79.3,461,0
2015-07-01,2015-07-31,Mecklenburg-Vorpommern,2,31,17.9,28.6,2.6,68.8,490225,8
2012-10-01,2012-10-31,Schleswig-Holstein,3,31,9.4,21.4,2.7,84.6,162014,0
2011-04-01,2011-04-30,Berlin,1,30,12.1,17.7,0.9,66.4,15752,0
2014-09-01,2014-09-30,Berlin,3,30,16.2,15.6,1.5,75.3,15752,0
2019-01-01,2019-01-31,Schleswig-Holstein,4,31,1.9,23.5,1.5,84.4,162014,0
2016-01-01,2016-01-31,Niedersachsen,4,31,0.4,24.5,1.8,87.3,1014470,0
2019-06-01,2019-06-30,Saarland,2,30,18.7,14.9,1.8,75.3,85623,0
2020-02-01,2020-02-29,Schleswig-Holstein,4,29,4.5,32.7,5.3,83.4,162014,0
2020-12-01,2020-12-31,Sachsen,4,31,2.9,17.5,0.9,84.0,495184,1
2014-05-01,2014-05-31,Rheinland-Pfalz,1,31,12.8,15.7,2.7,77.0,805440,2
2017-02-01,2017-02-28,Sachsen-Anhalt,4,28,2.5,20.7,1.4,85.8,456545,0
2022-07-01,2022-07-31,Bayern,2,31,18.2,10.7,2.9,75.3,2492436,60
2019-04-01,2019-04-30,Baden-Wurttemberg,1,30,10.1,13.1,2.3,74.4,1352564,3
2018-01-01,2018-01-31,Hessen,4,31,5.7,16.6,5.9,83.9,839306,0
2011-06-01,2011-06-30,Bremen,2,30,15.9,17.4,2.7,84.9,461,0
2013-06-01,2013-06-30,Hamburg,2,30,15.1,18.0,2.4,81.9,4016,0
2019-06-01,2019-06-30,Hamburg,2,30,19.1,16.6,2.1,75.5,4016,0
2021-01-01,2021-01-31,Bayern,4,31,-3.5,10.3,4.2,86.0,2492436,0
2022-04-01,2022-04-30,Bayern,1,30,5.5,10.2,3.6,85.7,2492436,4
2019-08-01,2019-08-31,Hamburg,2,31,18.9,14.6,2.4,77.6,4016,0
2011-08-01,2011-08-31,Rheinland-Pfalz,2,31,17.9,14.8,3.2,81.5,805440,0
2017-09-01,2017-09-30,Rheinland-Pfalz,3,30,13.1,14.2,3.8,81.7,805440,1
2016-12-01,2016-12-31,Thuringen,4,31,1.2,13.5,0.5,83.3,527936,0
2021-06-01,2021-06-30,Saarland,2,30,17.9,11.8,4.2,79.8,87481,0
2013-08-01,2013-08-31,Brandenburg,2,31,19.4,14.7,1.5,63.1,1030796,13
2018-02-01,2018-02-28,Hamburg,4,28,-0.6,15.5,0.5,76.3,4016,0
2013-03-01,2013-03-31,Bremen,1,31,-0.3,21.8,1.1,85.2,461,0
2012-03-01,2012-03-31,Niedersachsen,1,31,6.4,20.3,0.4,81.9,1014470,5
2018-04-01,2018-04-30,Nordrhein-Westfalen,1,30,13.8,17.0,1.8,65.4,849507,6
2013-02-01,2013-02-28,Berlin,4,28,-0.5,16.1,1.2,92.2,15752,0
2022-11-01,2022-11-30,Mecklenburg-Vorpommern,3,30,7.0,23.7,0.8,81.2,495207,2
2021-09-01,2021-09-30,Hamburg,3,30,15.3,15.9,1.9,76.8,4270,0
2013-03-01,2013-03-31,Schleswig-Holstein,1,31,-0.7,24.7,0.7,83.0,162014,0
2019-05-01,2019-05-31,Bayern,1,31,8.5,9.2,9.5,86.5,2487176,17
2017-11-01,2017-11-30,Hamburg,3,30,6.2,18.3,2.1,87.1,4016,0
2018-05-01,2018-05-31,Thuringen,1,31,15.5,17.0,1.2,78.2,527936,4
2011-03-01,2011-03-31,Brandenburg,1,31,4.6,16.9,0.6,77.3,1030796,15
2021-05-01,2021-05-31,Thuringen,1,31,9.9,20.3,2.9,81.8,540752,1
2016-02-01,2016-02-29,Bayern,4,29,0.5,13.6,6.5,87.8,2487176,0
2020-07-01,2020-07-31,Hamburg,2,31,15.9,17.4,2.4,79.3,4016,0
2018-10-01,2018-10-31,Saarland,3,31,11.2,14.9,0.5,79.5,85623,0
2010-05-01,2010-05-31,Berlin,1,31,11.4,15.4,3.3,78.2,15752,0
2017-06-01,2017-06-30,Nordrhein-Westfalen,2,30,18.0,19.7,1.9,80.8,849507,9
2021-09-01,2021-09-30,Rheinland-Pfalz,3,30,15.8,12.7,1.5,76.8,807783,2
2010-02-01,2010-02-28,Niedersachsen,4,28,-1.6,21.7,1.8,96.5,1014470,0
2016-06-01,2016-06-30,Brandenburg,2,30,18.6,16.5,2.3,74.8,1030796,43
2020-10-01,2020-10-31,Berlin,3,31,11.9,19.6,2.1,73.9,15752,0
2010-10-01,2010-10-31,Baden-Wurttemberg,3,31,8.6,12.6,1.5,81.7,1352564,1
2012-10-01,2012-10-31,Niedersachsen,3,31,8.9,18.6,2.2,85.0,1014470,0
2014-03-01,2014-03-31,Saarland,1,31,7.0,15.3,0.6,75.2,85623,1
2022-02-01,2022-02-28,Baden-Wurttemberg,4,28,4.8,21.2,3.0,81.5,1353043,1
2017-11-01,2017-11-30,Nordrhein-Westfalen,3,30,7.0,18.5,2.4,81.0,849507,0
2010-06-01,2010-06-30,Hamburg,2,30,15.8,15.2,1.6,77.7,4016,0
2016-07-01,2016-07-31,Hessen,2,31,19.1,11.7,1.7,78.3,839306,2
2022-11-01,2022-11-30,Bremen,3,30,7.6,21.0,2.2,80.8,436,0
2022-02-01,2022-02-28,Mecklenburg-Vorpommern,4,28,4.4,36.9,4.0,82.6,495207,0
2019-06-01,2019-06-30,Baden-Wurttemberg,2,30,20.4,11.7,2.0,72.2,1352564,2
2018-08-01,2018-08-31,Rheinland-Pfalz,2,31,20.8,12.8,1.3,69.3,805440,11
2012-07-01,2012-07-31,Bremen,2,31,16.8,16.9,3.9,85.0,461,0
2021-07-01,2021-07-31,Schleswig-Holstein,2,31,17.9,18.3,2.8,79.5,162582,0
2022-05-01,2022-05-31,Schleswig-Holstein,1,31,11.8,21.1,2.4,80.4,162582,0
2013-11-01,2013-11-30,Berlin,3,30,4.9,18.0,2.3,89.0,15752,0
2019-02-01,2019-02-28,Schleswig-Holstein,4,28,4.4,21.4,1.8,84.7,162014,0
2020-08-01,2020-08-31,Hessen,2,31,21.5,10.7,2.3,71.5,839306,21
2022-10-01,2022-10-31,Nordrhein-Westfalen,3,31,13.8,16.1,1.9,75.9,845939,2
2019-01-01,2019-01-31,Berlin,4,31,1.7,20.8,1.8,77.2,15752,0
2011-11-01,2011-11-30,Rheinland-Pfalz,3,30,5.2,10.9,0.2,84.5,805440,4
2013-11-01,2013-11-30,Sachsen-Anhalt,3,30,4.8,18.5,2.4,87.4,456545,0
2019-03-01,2019-03-31,Rheinland-Pfalz,1,31,7.3,23.2,3.4,76.9,805440,2
2015-05-01,2015-05-31,Berlin,1,31,13.2,18.7,1.2,68.2,15752,1
2015-05-01,2015-05-31,Hessen,1,31,13.7,14.4,3.6,76.8,839306,17
2019-08-01,2019-08-31,Schleswig-Holstein,2,31,17.7,18.4,2.4,81.4,162014,0
2016-12-01,2016-12-31,Mecklenburg-Vorpommern,4,31,4.1,27.3,1.5,87.6,490225,0
2020-09-01,2020-09-30,Mecklenburg-Vorpommern,3,30,15.0,19.7,1.3,75.0,490225,1
2018-08-01,2018-08-31,Sachsen,2,31,21.9,15.0,0.9,65.9,495184,55
2013-06-01,2013-06-30,Nordrhein-Westfalen,2,30,15.5,17.5,2.2,80.7,849507,1
2011-11-01,2011-11-30,Sachsen,3,30,3.8,15.6,0.0,81.7,495184,3
2021-06-01,2021-06-30,Brandenburg,2,30,20.2,13.7,2.6,68.9,1034252,93
2016-06-01,2016-06-30,Mecklenburg-Vorpommern,2,30,17.0,20.5,3.0,79.8,490225,2
2010-05-01,2010-05-31,Sachsen-Anhalt,1,31,11.1,15.6,3.6,80.4,456545,1
2010-02-01,2010-02-28,Saarland,4,28,0.2,20.6,3.4,94.0,85623,0
2012-06-01,2012-06-30,Nordrhein-Westfalen,2,30,14.6,17.0,4.3,87.8,849507,1
2012-09-01,2012-09-30,Sachsen-Anhalt,3,30,15.3,15.0,1.1,68.3,456545,3
2013-10-01,2013-10-31,Hamburg,3,31,11.1,20.4,2.0,85.4,4016,0
2010-04-01,2010-04-30,Mecklenburg-Vorpommern,1,30,7.7,21.4,0.6,76.7,490225,4
2013-04-01,2013-04-30,Schleswig-Holstein,1,30,5.7,22.0,1.0,80.6,162014,0
2011-07-01,2011-07-31,Schleswig-Holstein,2,31,15.8,19.6,4.2,87.8,162014,0
2013-09-01,2013-09-30,Schleswig-Holstein,3,30,13.4,18.0,2.9,84.2,162014,0
2021-05-01,2021-05-31,Sachsen,1,31,10.9,20.3,3.0,78.6,494914,6
2013-04-01,2013-04-30,Baden-Wurttemberg,1,30,8.9,14.9,3.2,79.0,1352564,5
2010-01-01,2010-01-31,Mecklenburg-Vorpommern,4,31,-3.7,25.3,1.6,92.5,490225,0
2016-09-01,2016-09-30,Baden-Wurttemberg,3,30,18.0,10.9,1.2,75.8,1352564,8
2014-03-01,2014-03-31,Brandenburg,1,31,7.7,18.1,0.5,74.4,1030796,27
2015-06-01,2015-06-30,Nordrhein-Westfalen,2,30,15.9,20.8,1.6,71.1,849507,4
2011-10-01,2011-10-31,Baden-Wurttemberg,3,31,9.9,12.3,2.5,82.7,1352564,0
2018-05-01,2018-05-31,Sachsen,1,31,16.5,16.2,1.0,75.4,495184,31
2010-03-01,2010-03-31,Thuringen,1,31,3.1,18.4,1.3,86.5,527936,0
2021-03-01,2021-03-31,Hamburg,1,31,5.2,18.3,1.9,76.7,4270,0
2010-07-01,2010-07-31,Rheinland-Pfalz,2,31,20.4,12.4,2.6,68.6,805440,8
2011-10-01,2011-10-31,Sachsen-Anhalt,3,31,10.2,17.3,0.9,79.3,456545,0
2015-08-01,2015-08-31,Mecklenburg-Vorpommern,2,31,19.4,22.3,2.6,69.3,490225,4
2011-03-01,2011-03-31,Schleswig-Holstein,1,31,3.3,22.1,0.9,84.1,162014,0
2011-02-01,2011-02-28,Hamburg,4,28,0.0,25.0,2.6,89.9,4016,0
2015-12-01,2015-12-31,Niedersachsen,4,31,7.1,27.9,1.1,86.0,1014470,0
2020-10-01,2020-10-31,Nordrhein-Westfalen,3,31,11.2,19.7,2.9,78.7,849507,4
2022-01-01,2022-01-31,Schleswig-Holstein,4,31,4.4,26.8,1.6,85.0,162582,0
2014-02-01,2014-02-28,Nordrhein-Westfalen,4,28,5.2,26.4,2.2,83.0,849507,0
2015-09-01,2015-09-30,Niedersachsen,3,30,13.5,18.3,1.9,78.8,1014470,2
2021-11-01,2021-11-30,Sachsen,3,30,5.4,15.7,1.9,82.0,494914,0
2018-12-01,2018-12-31,Thuringen,4,31,3.4,20.9,2.0,85.5,527936,0
2021-07-01,2021-07-31,Saarland,2,31,16.8,13.9,4.8,83.4,87481,0
2011-10-01,2011-10-31,Nordrhein-Westfalen,3,31,10.4,17.7,1.6,86.0,849507,0
2012-09-01,2012-09-30,Saarland,3,30,13.2,13.6,2.7,79.2,85623,0
2011-03-01,2011-03-31,Niedersachsen,1,31,3.9,17.9,0.4,80.0,1014470,18
2013-05-01,2013-05-31,Bremen,1,31,12.0,16.8,3.5,83.2,461,0
2019-11-01,2019-11-30,Schleswig-Holstein,3,30,5.7,19.1,3.1,90.0,162014,0
2021-04-01,2021-04-30,Mecklenburg-Vorpommern,1,30,5.2,24.3,1.6,77.2,495207,6
2017-07-01,2017-07-31,Bremen,2,31,17.1,18.3,4.3,83.5,461,0
2012-10-01,2012-10-31,Hamburg,3,31,9.1,18.9,2.1,85.8,4016,0
2021-04-01,2021-04-30,Niedersachsen,1,30,5.7,17.7,1.6,73.1,1032694,12
2013-02-01,2013-02-28,Saarland,4,28,-1.2,16.1,1.8,91.0,85623,0
2017-11-01,2017-11-30,Bayern,3,30,1.3,10.2,5.7,88.0,2487176,0
2019-08-01,2019-08-31,Bremen,2,31,19.0,17.2,2.4,76.0,461,0
2017-07-01,2017-07-31,Berlin,2,31,18.9,15.9,4.4,73.8,15752,0
2015-08-01,2015-08-31,Berlin,2,31,22.5,15.7,1.2,61.0,15752,0
2020-05-01,2020-05-31,Hamburg,1,31,11.4,17.6,1.0,74.6,4016,1
2010-04-01,2010-04-30,Sachsen,1,30,8.6,15.7,1.0,74.1,495184,13
2020-01-01,2020-01-31,Hamburg,4,31,4.8,20.3,2.1,87.3,4016,0
2010-06-01,2010-06-30,Sachsen,2,30,16.9,13.6,1.2,70.9,495184,12
2013-06-01,2013-06-30,Rheinland-Pfalz,2,30,15.8,14.0,2.2,80.2,805440,2
2021-03-01,2021-03-31,Nordrhein-Westfalen,1,31,6.7,18.2,2.0,71.5,845939,5
2021-09-01,2021-09-30,Berlin,3,30,16.6,14.9,1.1,65.3,15776,0
2011-06-01,2011-06-30,Niedersachsen,2,30,16.1,16.3,4.3,85.0,1014470,21
2018-12-01,2018-12-31,Bayern,4,31,-0.2,11.3,8.4,85.4,2487176,1
2011-11-01,2011-11-30,Mecklenburg-Vorpommern,3,30,4.9,19.8,0.1,89.3,490225,0
2019-01-01,2019-01-31,Niedersachsen,4,31,1.9,19.1,1.4,80.4,1014470,2
2018-02-01,2018-02-28,Mecklenburg-Vorpommern,4,28,-0.4,23.3,0.3,76.5,490225,0
2017-05-01,2017-05-31,Hamburg,1,31,13.5,19.9,1.8,82.3,4016,0
2019-04-01,2019-04-30,Thuringen,1,30,8.9,18.7,0.7,72.9,527936,17
2014-05-01,2014-05-31,Thuringen,1,31,12.1,15.3,2.8,77.3,527936,1
2016-04-01,2016-04-30,Hessen,1,30,8.8,13.3,4.0,77.2,839306,4
2021-06-01,2021-06-30,Hamburg,2,30,18.3,14.0,2.7,76.0,4270,0
2013-12-01,2013-12-31,Niedersachsen,4,31,4.2,25.2,1.3,88.6,1014470,0
2010-07-01,2010-07-31,Schleswig-Holstein,2,31,19.7,18.3,1.8,70.5,162014,1
2010-03-01,2010-03-31,Rheinland-Pfalz,1,31,4.6,20.4,1.7,81.9,805440,1
2010-08-01,2010-08-31,Sachsen-Anhalt,2,31,17.9,15.0,5.2,76.5,456545,3
2011-01-01,2011-01-31,Sachsen,4,31,-0.8,17.3,1.9,95.5,495184,0
2017-10-01,2017-10-31,Bayern,3,31,8.7,11.4,6.9,81.1,2487176,0
2010-04-01,2010-04-30,Bremen,1,30,8.5,19.5,1.0,75.3,461,0
2012-11-01,2012-11-30,Bayern,3,30,3.2,11.3,1.7,81.9,2487176,0
2010-05-01,2010-05-31,Bremen,1,31,9.8,18.4,2.1,80.6,461,0
2019-02-01,2019-02-28,Berlin,4,28,4.7,17.1,0.9,72.4,15752,0
2020-02-01,2020-02-29,Baden-Wurttemberg,4,29,5.9,24.9,7.0,80.2,1352564,0
2021-06-01,2021-06-30,Berlin,2,30,21.1,14.8,1.9,60.1,15776,0
2019-11-01,2019-11-30,Hessen,3,30,6.0,13.8,1.9,84.9,839306,0
2017-07-01,2017-07-31,Baden-Wurttemberg,2,31,20.0,14.9,3.0,76.0,1352564,1
2010-12-01,2010-12-31,Mecklenburg-Vorpommern,4,31,-4.1,25.2,1.5,94.1,490225,0
2010-09-01,2010-09-30,Nordrhein-Westfalen,3,30,12.9,14.2,2.6,87.4,849507,0
2014-09-01,2014-09-30,Brandenburg,3,30,16.0,14.4,1.6,78.1,1030796,3
2014-02-01,2014-02-28,Sachsen,4,28,3.3,20.3,0.4,81.9,495184,3
2010-09-01,2010-09-30,Bremen,3,30,13.0,17.2,3.0,86.6,461,0
2010-06-01,2010-06-30,Baden-Wurttemberg,2,30,17.4,12.8,1.5,73.4,1352564,4
2018-05-01,2018-05-31,Berlin,1,31,18.6,17.4,0.4,56.6,15752,1
2021-03-01,2021-03-31,Rheinland-Pfalz,1,31,5.4,17.1,1.9,76.2,807783,1
2013-12-01,2013-12-31,Hessen,4,31,2.8,14.0,2.3,81.0,839306,0
2012-10-01,2012-10-31,Sachsen-Anhalt,3,31,9.3,16.8,1.2,77.5,456545,1
2015-04-01,2015-04-30,Saarland,1,30,8.7,17.7,1.9,73.6,85623,0
2019-02-01,2019-02-28,Rheinland-Pfalz,4,28,4.9,15.8,1.1,75.4,805440,0
2015-02-01,2015-02-28,Mecklenburg-Vorpommern,4,28,2.0,27.6,0.6,84.7,490225,0
2021-08-01,2021-08-31,Brandenburg,2,31,17.5,16.4,2.8,73.3,1034252,11
2010-11-01,2010-11-30,Hamburg,3,30,4.1,18.9,3.6,93.7,4016,0
2011-04-01,2011-04-30,Niedersachsen,1,30,11.1,19.4,0.7,74.0,1014470,17
2016-12-01,2016-12-31,Brandenburg,4,31,2.8,20.9,1.1,84.4,1030796,1
2012-04-01,2012-04-30,Schleswig-Holstein,1,30,6.4,20.5,2.7,81.2,162014,0
2019-03-01,2019-03-31,Bremen,1,31,7.0,25.9,2.4,80.6,461,0
2014-06-01,2014-06-30,Rheinland-Pfalz,2,30,17.4,12.6,1.5,71.0,805440,6
2017-01-01,2017-01-31,Schleswig-Holstein,4,31,1.3,21.3,1.2,85.9,162014,0
2019-08-01,2019-08-31,Niedersachsen,2,31,19.3,13.8,2.1,73.7,1014470,40
2010-07-01,2010-07-31,Bayern,2,31,17.5,12.5,6.7,80.8,2487176,18
2019-04-01,2019-04-30,Hessen,1,30,9.8,12.4,2.6,76.4,839306,34
2014-03-01,2014-03-31,Hamburg,1,31,7.0,19.5,0.7,78.7,4016,0
2013-11-01,2013-11-30,Bayern,3,30,1.8,11.2,3.6,89.4,2487176,0
2019-12-01,2019-12-31,Sachsen,4,31,3.7,18.8,1.3,81.1,495184,0
2019-09-01,2019-09-30,Thuringen,3,30,13.7,17.7,1.3,75.7,527936,3
2020-05-01,2020-05-31,Baden-Wurttemberg,1,31,13.8,14.9,1.6,71.1,1352564,6
2010-07-01,2010-07-31,Hessen,2,31,20.5,11.2,3.0,71.1,839306,15
2012-04-01,2012-04-30,Berlin,1,30,9.1,18.5,1.0,67.6,15752,0
2010-05-01,2010-05-31,Rheinland-Pfalz,1,31,10.8,14.0,3.6,82.2,805440,3
2013-01-01,2013-01-31,Bayern,4,31,-2.6,11.4,6.3,90.6,2487176,0
2019-07-01,2019-07-31,Nordrhein-Westfalen,2,31,20.1,14.9,1.4,63.4,849507,25
2022-10-01,2022-10-31,Thuringen,3,31,11.8,15.8,1.5,79.5,540752,0
2016-05-01,2016-05-31,Schleswig-Holstein,1,31,13.0,20.9,1.2,77.3,162014,0
2014-10-01,2014-10-31,Hessen,3,31,12.7,11.7,2.2,84.2,839306,0
2016-11-01,2016-11-30,Schleswig-Holstein,3,30,4.4,21.9,1.6,85.0,162014,0
2022-01-01,2022-01-31,Mecklenburg-Vorpommern,4,31,3.9,31.5,1.3,85.6,495207,0
2021-11-01,2021-11-30,Rheinland-Pfalz,3,30,4.7,14.7,2.0,87.5,807783,0
2021-09-01,2021-09-30,Bayern,3,30,13.6,8.3,1.8,80.7,2492436,0
2013-12-01,2013-12-31,Rheinland-Pfalz,4,31,3.0,15.9,1.8,89.0,805440,0
2021-01-01,2021-01-31,Baden-Wurttemberg,4,31,0.9,15.2,4.7,90.9,1353043,0
2015-02-01,2015-02-28,Sachsen-Anhalt,4,28,1.4,20.1,0.3,82.6,456545,1
2012-01-01,2012-01-31,Bremen,4,31,2.3,26.0,3.1,87.5,461,0
2011-03-01,2011-03-31,Saarland,1,31,5.7,16.9,0.5,77.2,85623,0
2021-04-01,2021-04-30,Hessen,1,30,7.8,14.7,1.5,70.8,841562,7
2011-05-01,2011-05-31,Saarland,1,31,14.0,15.8,0.6,68.7,85623,0
2016-12-01,2016-12-31,Bayern,4,31,-0.7,8.8,1.4,75.6,2487176,3
2019-06-01,2019-06-30,Hessen,2,30,20.1,10.9,2.9,72.8,839306,12
2010-08-01,2010-08-31,Hamburg,2,31,16.9,15.3,4.4,83.7,4016,0
2012-04-01,2012-04-30,Hamburg,1,30,7.4,19.1,1.7,81.6,4016,0
2013-07-01,2013-07-31,Bayern,2,31,17.6,10.2,2.9,79.5,2487176,14
2011-04-01,2011-04-30,Nordrhein-Westfalen,1,30,12.5,16.0,1.0,70.9,849507,17
2021-01-01,2021-01-31,Sachsen-Anhalt,4,31,0.6,18.8,1.9,89.5,460769,0
2018-04-01,2018-04-30,Hessen,1,30,13.4,13.6,1.4,70.6,839306,6
2022-12-01,2022-12-31,Sachsen,4,31,1.0,16.9,1.6,86.6,494914,3
2010-06-01,2010-06-30,Schleswig-Holstein,2,30,14.6,17.5,2.3,77.1,162014,2
2019-10-01,2019-10-31,Saarland,3,31,10.6,16.0,4.0,88.0,85623,0
2010-03-01,2010-03-31,Bayern,1,31,0.8,16.9,2.4,92.6,2487176,3
2021-02-01,2021-02-28,Brandenburg,4,28,0.7,15.4,1.5,86.8,1034252,0
2022-08-01,2022-08-31,Hessen,2,31,22.7,12.8,1.7,53.6,841562,102
2012-05-01,2012-05-31,Baden-Wurttemberg,1,31,14.8,14.5,2.7,78.6,1352564,14
2017-09-01,2017-09-30,Sachsen-Anhalt,3,30,14.3,16.2,1.3,73.6,456545,1
2013-09-01,2013-09-30,Sachsen,3,30,12.9,15.2,2.0,81.8,495184,3
2020-01-01,2020-01-31,Hessen,4,31,4.4,14.0,0.9,81.5,839306,0
2021-04-01,2021-04-30,Sachsen,1,30,5.7,17.0,1.4,77.4,494914,2
2010-01-01,2010-01-31,Baden-Wurttemberg,4,31,-2.3,13.9,2.1,92.5,1352564,0
2012-05-01,2012-05-31,Niedersachsen,1,31,13.2,17.4,1.9,83.3,1014470,20
2015-09-01,2015-09-30,Sachsen-Anhalt,3,30,14.3,17.7,1.3,71.4,456545,0
2015-10-01,2015-10-31,Bremen,3,31,9.3,18.1,1.7,84.0,461,0
2020-01-01,2020-01-31,Brandenburg,4,31,4.1,18.6,1.2,83.9,1030796,0
2010-06-01,2010-06-30,Berlin,2,30,17.8,14.6,0.4,65.1,15752,0
2017-10-01,2017-10-31,Nordrhein-Westfalen,3,31,13.1,21.5,2.0,77.6,849507,0
2020-03-01,2020-03-31,Niedersachsen,1,31,5.2,18.7,1.5,71.8,1014470,9
2013-07-01,2013-07-31,Bremen,2,31,18.8,14.5,1.3,75.7,461,0
2020-07-01,2020-07-31,Rheinland-Pfalz,2,31,18.7,14.5,0.5,75.6,805440,11
2021-01-01,2021-01-31,Saarland,4,31,0.1,18.2,3.8,91.6,87481,0
2015-06-01,2015-06-30,Hessen,2,30,17.8,13.3,1.2,75.6,839306,15
2017-09-01,2017-09-30,Bremen,3,30,13.6,17.7,2.7,82.8,461,0
2014-01-01,2014-01-31,Berlin,4,31,0.2,20.2,1.2,89.3,15752,0
2018-10-01,2018-10-31,Bremen,3,31,11.8,19.7,0.6,78.0,461,0
2019-08-01,2019-08-31,Sachsen,2,31,20.5,14.0,1.8,69.4,495184,19
2020-12-01,2020-12-31,Bayern,4,31,-0.4,8.0,2.2,79.8,2487176,0
2012-09-01,2012-09-30,Hamburg,3,30,13.4,18.2,2.0,83.6,4016,0
2014-04-01,2014-04-30,Hessen,1,30,11.3,11.5,1.4,74.2,839306,17
2012-02-01,2012-02-29,Bremen,4,1,-0.4,22.3,0.7,85.8,461,0
2012-01-01,2012-01-31,Baden-Wurttemberg,4,31,2.3,17.7,4.6,86.7,1352564,0
2021-12-01,2021-12-31,Hamburg,4,31,2.7,17.4,1.9,88.6,4270,0
2020-08-01,2020-08-31,Bayern,2,31,17.5,8.6,8.1,82.3,2487176,6
2010-07-01,2010-07-31,Niedersachsen,2,31,21.3,14.7,1.2,65.2,1014470,46
2018-08-01,2018-08-31,Bayern,2,31,18.8,8.6,6.1,80.7,2487176,30
2022-05-01,2022-05-31,Sachsen,1,31,14.7,16.6,1.3,71.9,494914,25
2013-08-01,2013-08-31,Baden-Wurttemberg,2,31,19.2,11.1,1.2,71.1,1352564,6
2021-03-01,2021-03-31,Berlin,1,31,5.6,16.9,1.2,68.3,15776,0
2014-04-01,2014-04-30,Rheinland-Pfalz,1,30,11.6,13.2,1.1,73.4,805440,3
2016-06-01,2016-06-30,Niedersachsen,2,30,17.1,17.6,2.9,82.0,1014470,0
2010-04-01,2010-04-30,Schleswig-Holstein,1,30,7.6,21.8,1.2,77.3,162014,0
2016-10-01,2016-10-31,Nordrhein-Westfalen,3,31,9.2,16.4,1.6,86.1,849507,1
2014-06-01,2014-06-30,Bremen,2,30,15.6,16.3,1.9,79.4,461,0
2021-12-01,2021-12-31,Berlin,4,31,2.2,16.8,1.5,85.8,15776,0
2020-09-01,2020-09-30,Hamburg,3,30,14.9,14.7,0.9,76.3,4016,0
2016-07-01,2016-07-31,Schleswig-Holstein,2,31,16.7,21.7,2.1,80.4,162014,0
2011-02-01,2011-02-28,Thuringen,4,28,-0.8,16.1,0.5,84.9,527936,0
2010-10-01,2010-10-31,Bayern,3,31,5.2,11.1,2.2,86.0,2487176,1
2015-09-01,2015-09-30,Baden-Wurttemberg,3,30,14.0,14.7,2.4,74.8,1352564,3
2011-12-01,2011-12-31,Hamburg,4,31,3.6,27.9,3.9,92.3,4016,0
2019-08-01,2019-08-31,Baden-Wurttemberg,2,31,20.6,11.3,1.8,71.7,1352564,2
2020-12-01,2020-12-31,Rheinland-Pfalz,4,31,3.4,17.5,4.4,91.6,805440,0
2015-12-01,2015-12-31,Hessen,4,31,6.0,12.3,1.0,83.7,839306,0
2022-06-01,2022-06-30,Bremen,2,30,16.8,17.9,2.1,73.2,436,0
2021-04-01,2021-04-30,Baden-Wurttemberg,1,30,7.4,13.8,1.2,71.7,1353043,13
2016-08-01,2016-08-31,Rheinland-Pfalz,2,31,18.9,13.5,0.8,76.7,805440,7
2016-08-01,2016-08-31,Bayern,2,31,16.0,8.2,6.4,83.6,2487176,21
2021-08-01,2021-08-31,Hamburg,2,31,16.6,16.7,3.0,79.2,4270,0
2020-01-01,2020-01-31,Sachsen-Anhalt,4,31,4.0,19.3,1.2,81.9,456545,0
2010-01-01,2010-01-31,Nordrhein-Westfalen,4,31,-1.9,19.2,1.2,92.2,849507,0
2012-05-01,2012-05-31,Bayern,1,31,11.7,11.8,3.7,80.6,2487176,16
2013-09-01,2013-09-30,Bremen,3,30,13.7,16.8,2.6,83.9,461,0
2011-04-01,2011-04-30,Thuringen,1,30,11.1,16.0,0.8,68.4,527936,5
2014-08-01,2014-08-31,Berlin,2,31,17.9,16.0,2.1,66.9,15752,0
2018-07-01,2018-07-31,Bayern,2,31,17.5,8.9,3.8,79.8,2487176,29
2012-01-01,2012-01-31,Hamburg,4,31,1.7,25.3,2.9,87.4,4016,0
