Startdatum,Enddatum,Ort,Jahreszeit,Dauer,avgtemp_c,maxwind_kph,totalprecip_mm,avghumidity,Waldfläche in Hektar,Anzahl der Waldbrände
2022-06-01,2022-06-30,Schleswig-Holstein,2,30,15.4,19.7,2.5,77.4,162582,0
2021-06-01,2021-06-30,Sachsen,2,30,19.5,12.4,1.4,75.0,494914,17
2011-10-01,2011-10-31,Sachsen,3,31,9.4,15.9,1.4,80.6,495184,0
2016-08-01,2016-08-31,Niedersachsen,2,31,17.5,18.9,1.1,76.9,1014470,6
2020-10-01,2020-10-31,Baden-Wurttemberg,3,31,10.6,15.0,2.8,81.4,1352564,2
2011-07-01,2011-07-31,Sachsen,2,31,16.5,16.0,7.1,79.7,495184,7
2017-12-01,2017-12-31,Berlin,4,31,3.6,20.1,1.2,82.4,15752,0
2018-07-01,2018-07-31,Baden-Wurttemberg,2,31,22.3,10.2,0.8,64.4,1352564,7
2016-05-01,2016-05-31,Thuringen,1,31,13.2,15.9,1.9,77.1,527936,4
2015-02-01,2015-02-28,Baden-Wurttemberg,4,28,0.3,13.9,1.4,86.1,1352564,0
2015-01-01,2015-01-31,Bremen,4,31,2.5,26.8,3.0,88.2,461,0
2022-04-01,2022-04-30,Sachsen-Anhalt,1,30,8.0,20.4,1.2,68.8,460769,6
2022-03-01,2022-03-31,Thuringen,1,31,4.7,15.1,0.5,63.4,540752,0
2015-10-01,2015-10-31,Nordrhein-Westfalen,3,31,9.5,16.9,1.4,82.4,849507,0
2011-08-01,2011-08-31,Saarland,2,31,17.0,15.2,4.0,81.9,85623,0
2020-10-01,2020-10-31,Brandenburg,3,31,11.1,18.6,2.4,80.3,1030796,1
2012-05-01,2012-05-31,Hamburg,1,31,13.0,17.9,2.0,83.7,4016,0
2014-10-01,2014-10-31,Bayern,3,31,9.2,11.4,6.4,85.0,2487176,1
2013-02-01,2013-02-28,Nordrhein-Westfalen,4,28,-0.0,19.2,1.5,90.3,849507,0
2010-11-01,2010-11-30,Thuringen,3,30,3.6,17.3,2.9,94.2,527936,0
2014-09-01,2014-09-30,Bremen,3,30,15.8,14.8,0.9,82.3,461,0
2020-02-01,2020-02-29,Sachsen-Anhalt,4,29,5.4,28.5,3.3,77.2,456545,0
2016-08-01,2016-08-31,Schleswig-Holstein,2,31,16.8,21.6,1.2,78.3,162014,0
2010-03-01,2010-03-31,Hamburg,1,31,4.0,21.1,2.2,86.2,4016,0
2015-01-01,2015-01-31,Schleswig-Holstein,4,31,3.1,29.5,2.8,88.2,162014,0
2010-08-01,2010-08-31,Saarland,2,31,16.0,16.6,4.5,77.8,85623,0
2019-01-01,2019-01-31,Bayern,4,31,-3.4,13.3,9.5,91.8,2487176,0
2021-07-01,2021-07-31,Berlin,2,31,20.8,15.3,3.4,65.3,15776,0
2021-06-01,2021-06-30,Niedersachsen,2,30,18.7,12.9,3.4,74.5,1032694,14
2012-01-01,2012-01-31,Rheinland-Pfalz,4,31,2.5,19.5,3.3,88.0,805440,0
2020-06-01,2020-06-30,Saarland,2,30,15.8,15.8,2.9,80.1,85623,0
2017-01-01,2017-01-31,Saarland,4,31,-3.1,16.5,1.4,91.7,85623,0
2010-03-01,2010-03-31,Mecklenburg-Vorpommern,1,31,3.8,23.8,1.7,85.8,490225,0
2012-05-01,2012-05-31,Schleswig-Holstein,1,31,11.7,19.6,1.4,82.3,162014,0
2016-05-01,2016-05-31,Hamburg,1,31,14.0,20.6,1.6,77.0,4016,0
2020-05-01,2020-05-31,Nordrhein-Westfalen,1,31,13.0,16.9,0.7,68.0,849507,29
2011-09-01,2011-09-30,Saarland,3,30,15.1,15.1,1.2,83.3,85623,0
2019-02-01,2019-02-28,Thuringen,4,28,3.6,17.2,0.8,73.3,527936,1
2021-08-01,2021-08-31,Mecklenburg-Vorpommern,2,31,16.8,23.3,2.3,76.7,495207,1
2011-01-01,2011-01-31,Berlin,4,31,0.6,14.7,1.1,95.7,15752,0
2022-03-01,2022-03-31,Nordrhein-Westfalen,1,31,7.6,15.8,0.7,59.7,845939,12
2022-05-01,2022-05-31,Brandenburg,1,31,14.7,17.7,1.1,68.7,1034252,85
2016-10-01,2016-10-31,Berlin,3,31,8.8,14.9,2.1,86.8,15752,0
2013-04-01,2013-04-30,Rheinland-Pfalz,1,30,8.3,16.3,3.2,81.2,805440,1
2011-09-01,2011-09-30,Berlin,3,30,16.0,15.6,1.9,74.7,15752,0
2017-11-01,2017-11-30,Baden-Wurttemberg,3,30,5.4,14.5,5.2,82.6,1352564,0
2020-11-01,2020-11-30,Baden-Wurttemberg,3,30,7.4,10.0,1.0,78.6,1352564,0
2011-05-01,2011-05-31,Rheinland-Pfalz,1,31,14.8,15.2,0.5,70.4,805440,14
2016-03-01,2016-03-31,Nordrhein-Westfalen,1,31,4.9,22.8,1.6,78.6,849507,0
2020-12-01,2020-12-31,Thuringen,4,31,2.4,14.0,1.6,88.9,527936,0
2016-07-01,2016-07-31,Sachsen,2,31,18.9,15.6,2.6,74.9,495184,3
2013-01-01,2013-01-31,Brandenburg,4,31,-0.4,19.5,1.9,92.5,1030796,0
2017-12-01,2017-12-31,Hessen,4,31,2.7,15.6,3.3,85.0,839306,0
2017-10-01,2017-10-31,Bremen,3,31,12.1,24.1,1.9,85.5,461,0
2016-08-01,2016-08-31,Mecklenburg-Vorpommern,2,31,17.7,22.5,1.0,75.5,490225,1
2014-08-01,2014-08-31,Sachsen,2,31,17.0,13.0,2.6,73.3,495184,3
2021-03-01,2021-03-31,Hessen,1,31,6.2,13.8,2.1,73.2,841562,2
2014-01-01,2014-01-31,Sachsen,4,31,0.6,18.0,1.1,88.3,495184,0
2016-04-01,2016-04-30,Baden-Wurttemberg,1,30,8.8,14.9,3.7,76.5,1352564,0
2015-08-01,2015-08-31,Sachsen,2,31,21.9,14.8,3.6,64.2,495184,45
2010-10-01,2010-10-31,Thuringen,3,31,6.9,14.3,0.8,86.8,527936,0
2018-09-01,2018-09-30,Schleswig-Holstein,3,30,14.4,22.8,2.3,78.7,162014,0
2016-02-01,2016-02-29,Mecklenburg-Vorpommern,4,29,3.5,31.1,2.4,83.2,490225,0
2020-09-01,2020-09-30,Sachsen-Anhalt,3,30,16.2,13.6,2.0,69.5,456545,5
2014-06-01,2014-06-30,Bayern,2,30,15.0,10.2,3.1,78.1,2487176,10
2020-04-01,2020-04-30,Sachsen-Anhalt,1,30,10.2,16.2,0.2,67.6,456545,14
2022-07-01,2022-07-31,Hessen,2,31,21.9,11.6,0.5,54.2,841562,76
2016-11-01,2016-11-30,Sachsen-Anhalt,3,30,4.0,17.9,1.2,81.7,456545,0
2016-08-01,2016-08-31,Hamburg,2,31,17.3,19.6,1.3,78.7,4016,0
2010-04-01,2010-04-30,Hamburg,1,30,8.1,19.6,0.9,76.1,4016,0
2018-01-01,2018-01-31,Bayern,4,31,0.4,11.5,5.9,87.3,2487176,0
2012-08-01,2012-08-31,Nordrhein-Westfalen,2,31,18.7,15.4,1.7,79.4,849507,4
2013-12-01,2013-12-31,Baden-Wurttemberg,4,31,3.2,14.6,2.0,81.5,1352564,0
2019-02-01,2019-02-28,Bayern,4,28,0.7,9.7,3.6,84.1,2487176,1
2017-05-01,2017-05-31,Mecklenburg-Vorpommern,1,31,12.9,23.3,2.4,83.7,490225,2
2017-02-01,2017-02-28,Rheinland-Pfalz,4,28,4.1,18.3,2.4,89.2,805440,0
2015-06-01,2015-06-30,Bremen,2,30,15.0,21.0,1.5,72.8,461,0
2020-08-01,2020-08-31,Brandenburg,2,31,21.2,15.0,1.4,67.9,1030796,61
2014-01-01,2014-01-31,Brandenburg,4,31,0.6,21.8,1.2,89.2,1030796,0
2022-02-01,2022-02-28,Schleswig-Holstein,4,28,4.5,34.1,5.0,83.0,162582,0
2022-10-01,2022-10-31,Rheinland-Pfalz,3,31,13.5,15.2,4.1,81.6,807783,0
2016-02-01,2016-02-29,Nordrhein-Westfalen,4,29,4.0,27.0,3.5,83.1,849507,0
2016-02-01,2016-02-29,Hamburg,4,29,3.5,27.1,3.4,83.0,4016,0
2022-12-01,2022-12-31,Sachsen-Anhalt,4,31,2.1,17.7,2.3,85.5,460769,0
2022-02-01,2022-02-28,Berlin,4,28,5.0,27.2,2.9,74.5,15776,0
2021-11-01,2021-11-30,Baden-Wurttemberg,3,30,4.9,11.3,2.0,84.5,1353043,1
2020-07-01,2020-07-31,Nordrhein-Westfalen,2,31,17.1,16.0,2.3,74.3,849507,25
2015-01-01,2015-01-31,Brandenburg,4,31,2.4,25.5,2.2,87.6,1030796,0
2019-05-01,2019-05-31,Thuringen,1,31,10.6,17.0,2.7,80.7,527936,2
2012-01-01,2012-01-31,Schleswig-Holstein,4,31,2.5,27.5,3.2,85.9,162014,0
2013-01-01,2013-01-31,Niedersachsen,4,31,0.1,21.9,1.7,93.5,1014470,0
2014-12-01,2014-12-31,Bremen,4,31,2.7,26.7,2.1,89.4,461,0
2013-09-01,2013-09-30,Baden-Wurttemberg,3,30,14.7,12.6,4.1,81.7,1352564,1
2012-03-01,2012-03-31,Thuringen,1,31,6.2,14.8,0.4,79.0,527936,5
2011-07-01,2011-07-31,Bremen,2,31,15.9,18.6,2.6,85.6,461,0
2019-07-01,2019-07-31,Schleswig-Holstein,2,31,16.8,20.8,2.2,80.2,162014,0
2017-06-01,2017-06-30,Sachsen-Anhalt,2,30,18.4,19.6,2.3,76.0,456545,12
2017-11-01,2017-11-30,Sachsen-Anhalt,3,30,6.0,19.0,1.9,84.0,456545,0
2010-01-01,2010-01-31,Berlin,4,31,-5.4,18.6,1.5,97.1,15752,0
2013-01-01,2013-01-31,Baden-Wurttemberg,4,31,0.5,12.9,2.9,91.3,1352564,0
2019-04-01,2019-04-30,Berlin,1,30,11.7,18.6,0.7,55.2,15752,1
2011-10-01,2011-10-31,Brandenburg,3,31,10.1,17.5,1.3,81.6,1030796,2
2015-09-01,2015-09-30,Berlin,3,30,14.6,15.5,1.5,73.3,15752,0
2014-10-01,2014-10-31,Sachsen-Anhalt,3,31,12.6,14.8,1.3,82.2,456545,0
2011-05-01,2011-05-31,Nordrhein-Westfalen,1,31,14.0,17.6,1.0,75.4,849507,21
2011-12-01,2011-12-31,Niedersachsen,4,31,3.6,28.4,2.9,92.0,1014470,1
2011-05-01,2011-05-31,Thuringen,1,31,13.3,15.3,0.6,67.9,527936,14
2013-08-01,2013-08-31,Niedersachsen,2,31,18.3,15.0,1.2,70.5,1014470,21
2018-05-01,2018-05-31,Niedersachsen,1,31,16.5,16.7,0.6,70.2,1014470,35
2011-04-01,2011-04-30,Bremen,1,30,11.7,18.9,0.5,73.4,461,0
2019-02-01,2019-02-28,Brandenburg,4,28,4.7,17.1,0.9,75.2,1030796,2
2012-06-01,2012-06-30,Sachsen,2,30,16.4,14.5,3.8,80.4,495184,2
2016-01-01,2016-01-31,Saarland,4,31,2.0,21.9,3.6,90.8,85623,0
2016-02-01,2016-02-29,Saarland,4,29,3.1,25.7,4.8,86.8,85623,0
2016-08-01,2016-08-31,Berlin,2,31,18.9,15.1,0.8,72.4,15752,1
2021-02-01,2021-02-28,Sachsen-Anhalt,4,28,0.8,16.2,1.8,87.7,460769,0
2018-09-01,2018-09-30,Hamburg,3,30,15.6,18.1,0.8,71.2,4016,0
2011-04-01,2011-04-30,Rheinland-Pfalz,1,30,12.4,13.2,0.4,67.6,805440,21
2012-02-01,2012-02-29,Sachsen-Anhalt,4,1,-2.9,19.5,0.9,88.6,456545,0
2019-10-01,2019-10-31,Niedersachsen,3,31,10.9,16.5,3.5,85.4,1014470,0
2018-07-01,2018-07-31,Mecklenburg-Vorpommern,2,31,19.9,19.0,0.9,73.9,490225,16
2011-08-01,2011-08-31,Hessen,2,31,18.8,12.6,2.7,80.1,839306,1
2014-08-01,2014-08-31,Sachsen-Anhalt,2,31,17.6,14.2,2.4,67.4,456545,1
2022-08-01,2022-08-31,Berlin,2,31,22.5,13.9,2.4,53.4,15776,11
2010-01-01,2010-01-31,Thuringen,4,31,-6.0,15.9,1.3,96.5,527936,0
2013-10-01,2013-10-31,Bayern,3,31,8.4,12.1,3.7,84.9,2487176,1
2021-05-01,2021-05-31,Saarland,1,31,9.2,18.8,4.5,84.6,87481,0
2015-02-01,2015-02-28,Hamburg,4,28,2.0,22.7,0.9,85.1,4016,0
2021-08-01,2021-08-31,Rheinland-Pfalz,2,31,16.3,14.1,2.3,83.4,807783,0
2020-03-01,2020-03-31,Hamburg,1,31,5.1,20.4,1.6,73.1,4016,0
2011-11-01,2011-11-30,Saarland,3,30,4.7,11.3,0.3,86.0,85623,0
2019-05-01,2019-05-31,Baden-Wurttemberg,1,31,11.9,13.7,2.8,75.8,1352564,0
2010-12-01,2010-12-31,Hessen,4,31,-2.4,13.6,5.5,95.5,839306,0
2015-02-01,2015-02-28,Nordrhein-Westfalen,4,28,2.4,22.5,1.5,83.4,849507,0
2017-02-01,2017-02-28,Hessen,4,28,4.5,13.3,2.4,84.9,839306,2
2016-04-01,2016-04-30,Saarland,1,30,7.6,18.9,3.2,77.5,85623,0
2020-03-01,2020-03-31,Bremen,1,31,5.2,23.8,1.7,74.7,461,0
2010-12-01,2010-12-31,Saarland,4,31,-3.4,15.9,4.2,97.7,85623,0
2013-03-01,2013-03-31,Saarland,1,31,0.8,16.1,1.8,84.7,85623,0
2015-10-01,2015-10-31,Berlin,3,31,8.9,14.9,2.4,80.1,15752,0
2013-03-01,2013-03-31,Hessen,1,31,2.6,11.5,1.4,83.3,839306,0
2017-10-01,2017-10-31,Brandenburg,3,31,11.9,20.6,2.2,82.4,1030796,0
2015-03-01,2015-03-31,Berlin,1,31,5.5,20.3,1.4,78.5,15752,0
2020-07-01,2020-07-31,Bayern,2,31,17.1,7.9,6.1,82.1,2487176,17
2011-12-01,2011-12-31,Brandenburg,4,31,3.5,26.2,2.6,89.1,1030796,0
2016-11-01,2016-11-30,Hamburg,3,30,3.9,19.6,1.5,85.7,4016,0
2013-02-01,2013-02-28,Bayern,4,28,-4.5,10.9,3.9,93.1,2487176,0
2013-10-01,2013-10-31,Hessen,3,31,11.7,13.1,3.6,84.2,839306,1
2019-07-01,2019-07-31,Hamburg,2,31,17.9,17.1,2.1,77.5,4016,0
2013-07-01,2013-07-31,Thuringen,2,31,19.0,11.6,1.4,71.4,527936,1
2019-07-01,2019-07-31,Bayern,2,31,17.9,9.1,5.3,81.4,2487176,51
2010-09-01,2010-09-30,Niedersachsen,3,30,12.8,16.8,3.8,86.5,1014470,1
2013-04-01,2013-04-30,Bremen,1,30,7.4,19.2,1.1,79.7,461,0
2011-09-01,2011-09-30,Schleswig-Holstein,3,30,14.4,19.3,3.2,86.8,162014,0
2017-08-01,2017-08-31,Thuringen,2,31,17.6,16.3,2.6,76.2,527936,1
2019-04-01,2019-04-30,Saarland,1,30,8.8,15.0,2.9,78.0,85623,3
2015-10-01,2015-10-31,Hamburg,3,31,9.2,18.6,1.8,82.5,4016,0
2016-03-01,2016-03-31,Brandenburg,1,31,4.7,19.9,1.0,79.7,1030796,10
2021-06-01,2021-06-30,Rheinland-Pfalz,2,30,18.6,12.4,4.7,80.8,807783,1
2013-09-01,2013-09-30,Hessen,3,30,14.7,11.4,4.0,82.5,839306,2
2015-05-01,2015-05-31,Thuringen,1,31,11.9,16.6,0.5,71.5,527936,5
2016-09-01,2016-09-30,Niedersachsen,3,30,17.5,17.0,0.8,73.2,1014470,5
2017-06-01,2017-06-30,Schleswig-Holstein,2,30,15.4,23.6,4.5,81.5,162014,0
2022-05-01,2022-05-31,Hamburg,1,31,13.1,18.7,2.3,76.3,4270,0
2015-10-01,2015-10-31,Niedersachsen,3,31,8.7,18.3,2.2,82.8,1014470,2
2012-06-01,2012-06-30,Bayern,2,30,15.3,11.0,7.5,86.1,2487176,6
2016-12-01,2016-12-31,Rheinland-Pfalz,4,31,1.4,11.7,0.2,84.7,805440,0
2022-11-01,2022-11-30,Brandenburg,3,30,6.7,15.8,0.8,78.6,1034252,1
2019-08-01,2019-08-31,Bayern,2,31,17.7,8.2,4.6,82.3,2487176,16
2015-10-01,2015-10-31,Baden-Wurttemberg,3,31,9.4,10.0,1.1,80.4,1352564,2
2020-04-01,2020-04-30,Rheinland-Pfalz,1,30,11.9,15.8,0.8,68.2,805440,6
2020-04-01,2020-04-30,Thuringen,1,30,9.3,16.3,0.5,70.5,527936,18
2021-01-01,2021-01-31,Sachsen,4,31,-0.8,16.2,3.0,91.6,494914,0
2020-11-01,2020-11-30,Niedersachsen,3,30,7.5,15.2,0.5,83.6,1014470,3
2016-07-01,2016-07-31,Mecklenburg-Vorpommern,2,31,17.9,23.0,2.2,77.9,490225,4
2021-12-01,2021-12-31,Sachsen-Anhalt,4,31,2.8,17.0,1.5,86.5,460769,0
2020-11-01,2020-11-30,Thuringen,3,30,5.6,12.8,0.4,84.0,527936,1
2014-04-01,2014-04-30,Baden-Wurttemberg,1,30,11.8,12.4,1.4,71.6,1352564,8
2015-07-01,2015-07-31,Saarland,2,31,19.7,20.5,1.1,70.0,85623,0
2011-06-01,2011-06-30,Berlin,2,30,18.5,18.2,1.8,65.0,15752,0
2018-10-01,2018-10-31,Rheinland-Pfalz,3,31,12.0,15.1,0.4,78.4,805440,3
2014-07-01,2014-07-31,Bayern,2,31,16.2,10.1,6.1,83.3,2487176,13
2010-07-01,2010-07-31,Hamburg,2,31,21.0,14.8,1.0,68.3,4016,0
2022-10-01,2022-10-31,Hamburg,3,31,12.6,17.2,1.8,81.2,4270,0
2010-07-01,2010-07-31,Saarland,2,31,19.6,13.2,2.5,69.1,85623,1
2022-12-01,2022-12-31,Bremen,4,31,2.7,20.5,2.4,84.4,436,0
2020-05-01,2020-05-31,Brandenburg,1,31,12.0,16.8,0.9,74.0,1030796,43
2016-12-01,2016-12-31,Sachsen,4,31,1.5,19.6,2.0,81.1,495184,0
2018-12-01,2018-12-31,Hessen,4,31,4.7,15.0,3.8,80.3,839306,0
2020-04-01,2020-04-30,Sachsen,1,30,10.2,15.9,0.2,66.1,495184,35
2018-11-01,2018-11-30,Niedersachsen,3,30,5.6,15.1,0.8,83.6,1014470,1
2022-03-01,2022-03-31,Berlin,1,31,5.6,15.7,0.1,56.6,15776,1
2020-03-01,2020-03-31,Brandenburg,1,31,5.3,19.9,1.2,71.8,1030796,5
2013-09-01,2013-09-30,Niedersachsen,3,30,13.1,16.3,3.1,84.2,1014470,7
2010-05-01,2010-05-31,Niedersachsen,1,31,9.8,17.4,2.7,82.1,1014470,12
2019-04-01,2019-04-30,Sachsen,1,30,10.4,18.2,1.0,67.3,495184,46
2022-06-01,2022-06-30,Thuringen,2,30,17.7,15.1,1.4,69.8,540752,15
2012-07-01,2012-07-31,Bayern,2,31,16.1,10.3,7.9,87.3,2487176,6
2022-12-01,2022-12-31,Saarland,4,31,2.4,16.8,2.9,88.3,87481,0
2019-12-01,2019-12-31,Rheinland-Pfalz,4,31,4.2,20.0,3.8,85.6,805440,0
2020-06-01,2020-06-30,Hessen,2,30,17.6,12.0,2.9,78.6,839306,6
2017-06-01,2017-06-30,Bremen,2,30,16.7,19.9,3.8,82.0,461,0
2012-02-01,2012-02-29,Hamburg,4,1,-1.0,22.4,0.8,89.9,4016,0
2013-12-01,2013-12-31,Hamburg,4,31,4.3,25.4,1.9,89.1,4016,0
2016-12-01,2016-12-31,Sachsen-Anhalt,4,31,2.5,19.7,0.9,81.5,456545,0
2018-05-01,2018-05-31,Rheinland-Pfalz,1,31,16.2,13.6,2.4,77.5,805440,3
2016-09-01,2016-09-30,Hamburg,3,30,17.5,16.9,1.1,74.6,4016,0
2019-02-01,2019-02-28,Sachsen,4,28,3.4,18.7,1.2,75.1,495184,1
2013-11-01,2013-11-30,Mecklenburg-Vorpommern,3,30,5.7,22.4,1.8,87.8,490225,0
2014-03-01,2014-03-31,Hessen,1,31,7.6,11.8,0.5,74.9,839306,9
2022-01-01,2022-01-31,Baden-Wurttemberg,4,31,2.4,14.6,2.7,86.4,1353043,0
2018-07-01,2018-07-31,Rheinland-Pfalz,2,31,21.6,10.9,0.6,69.9,805440,17
2020-06-01,2020-06-30,Niedersachsen,2,30,17.3,14.6,3.9,76.9,1014470,41
2017-06-01,2017-06-30,Brandenburg,2,30,17.9,20.3,3.5,78.0,1030796,39
2010-10-01,2010-10-31,Bremen,3,31,9.2,19.5,1.3,88.7,461,0
2020-02-01,2020-02-29,Bayern,4,29,1.6,15.8,6.6,83.7,2487176,0
2017-06-01,2017-06-30,Hessen,2,30,19.5,13.7,2.2,77.7,839306,11
2013-08-01,2013-08-31,Bremen,2,31,18.3,16.2,1.7,70.5,461,0
2014-04-01,2014-04-30,Berlin,1,30,11.9,17.6,1.8,69.0,15752,0
2019-02-01,2019-02-28,Baden-Wurttemberg,4,28,5.3,13.1,0.8,71.4,1352564,2
2017-06-01,2017-06-30,Saarland,2,30,17.7,17.0,2.5,82.5,85623,0
2020-10-01,2020-10-31,Bremen,3,31,10.7,22.8,2.5,83.6,461,0
2013-08-01,2013-08-31,Sachsen-Anhalt,2,31,19.5,13.7,2.6,61.3,456545,5
2021-07-01,2021-07-31,Baden-Wurttemberg,2,31,18.6,11.7,7.0,80.7,1353043,1
2014-10-01,2014-10-31,Nordrhein-Westfalen,3,31,12.7,16.9,2.3,87.0,849507,1
2014-09-01,2014-09-30,Nordrhein-Westfalen,3,30,15.6,12.8,1.1,83.4,849507,1
2020-08-01,2020-08-31,Sachsen-Anhalt,2,31,21.4,15.4,2.1,66.7,456545,8
2018-04-01,2018-04-30,Rheinland-Pfalz,1,30,12.7,16.8,1.4,74.4,805440,0
2019-04-01,2019-04-30,Hamburg,1,30,9.8,16.9,0.9,68.1,4016,0
2021-02-01,2021-02-28,Bayern,4,28,1.5,9.3,1.9,78.3,2492436,1
2010-11-01,2010-11-30,Mecklenburg-Vorpommern,3,30,4.6,23.0,3.7,91.9,490225,0
2013-10-01,2013-10-31,Rheinland-Pfalz,3,31,11.3,14.6,3.8,87.6,805440,0
2018-03-01,2018-03-31,Baden-Wurttemberg,1,31,4.6,14.1,1.4,77.5,1352564,1
2010-02-01,2010-02-28,Rheinland-Pfalz,4,28,0.6,19.8,3.3,93.4,805440,0
2018-02-01,2018-02-28,Berlin,4,28,-0.4,13.9,0.3,65.6,15752,0
2017-11-01,2017-11-30,Rheinland-Pfalz,3,30,5.2,16.9,4.2,87.3,805440,0
2015-03-01,2015-03-31,Hamburg,1,31,5.5,24.6,2.3,78.3,4016,0
2016-02-01,2016-02-29,Niedersachsen,4,29,3.3,27.7,2.6,83.2,1014470,0
2015-06-01,2015-06-30,Baden-Wurttemberg,2,30,17.7,14.5,1.3,75.1,1352564,0
2021-04-01,2021-04-30,Hamburg,1,30,5.8,19.0,1.7,73.2,4270,0
2019-12-01,2019-12-31,Schleswig-Holstein,4,31,4.9,23.9,1.8,87.3,162014,0
2019-10-01,2019-10-31,Bayern,3,31,10.1,9.0,3.8,81.4,2487176,2
2010-03-01,2010-03-31,Nordrhein-Westfalen,1,31,5.1,20.6,2.1,84.9,849507,1
2016-05-01,2016-05-31,Rheinland-Pfalz,1,31,12.9,14.8,4.6,81.4,805440,1
2018-06-01,2018-06-30,Baden-Wurttemberg,2,30,19.4,11.4,0.9,74.1,1352564,3
2022-05-01,2022-05-31,Bremen,1,31,13.1,20.1,1.4,78.1,436,0
2022-04-01,2022-04-30,Niedersachsen,1,30,7.4,19.5,1.4,72.2,1032694,11
2016-06-01,2016-06-30,Hamburg,2,30,17.0,18.1,3.6,82.5,4016,0
2013-03-01,2013-03-31,Bayern,1,31,-0.7,11.6,2.6,91.7,2487176,1
2015-11-01,2015-11-30,Sachsen,3,30,7.4,24.4,2.8,80.0,495184,1
2020-05-01,2020-05-31,Berlin,1,31,12.9,18.0,0.9,61.5,15752,1
2012-04-01,2012-04-30,Nordrhein-Westfalen,1,30,8.2,19.1,2.2,80.7,849507,2
2021-12-01,2021-12-31,Niedersachsen,4,31,2.7,16.5,1.6,87.6,1032694,1
2018-03-01,2018-03-31,Bayern,1,31,0.8,10.0,2.4,89.2,2487176,10
2012-07-01,2012-07-31,Sachsen-Anhalt,2,31,18.6,15.0,3.8,77.0,456545,5
2011-03-01,2011-03-31,Sachsen,1,31,4.4,15.4,0.8,76.6,495184,8
2012-11-01,2012-11-30,Mecklenburg-Vorpommern,3,30,5.2,22.0,1.2,89.7,490225,0
2012-09-01,2012-09-30,Niedersachsen,3,30,13.5,17.7,1.7,81.3,1014470,6
2020-11-01,2020-11-30,Schleswig-Holstein,3,30,7.5,20.9,1.0,85.9,162014,0
2015-12-01,2015-12-31,Berlin,4,31,6.2,21.8,1.1,87.0,15752,0
2013-10-01,2013-10-31,Baden-Wurttemberg,3,31,11.8,13.6,3.4,84.1,1352564,0
2019-11-01,2019-11-30,Hamburg,3,30,5.7,15.4,2.2,89.4,4016,0
2021-06-01,2021-06-30,Sachsen-Anhalt,2,30,19.8,13.3,2.0,74.1,460769,18
2010-04-01,2010-04-30,Rheinland-Pfalz,1,30,9.3,15.7,1.2,73.9,805440,5
2013-04-01,2013-04-30,Mecklenburg-Vorpommern,1,30,6.5,20.1,0.9,83.5,490225,2
2016-02-01,2016-02-29,Sachsen-Anhalt,4,29,3.9,25.2,2.2,79.4,456545,0
2018-07-01,2018-07-31,Berlin,2,31,22.6,14.5,2.0,54.8,15752,4
2013-02-01,2013-02-28,Baden-Wurttemberg,4,28,-1.0,13.7,2.6,91.9,1352564,0
2021-04-01,2021-04-30,Sachsen-Anhalt,1,30,6.4,18.1,1.3,73.9,460769,6
2014-11-01,2014-11-30,Saarland,3,30,6.0,12.1,2.9,93.1,85623,0
2022-02-01,2022-02-28,Bayern,4,28,0.1,13.9,3.8,86.2,2492436,0
2014-09-01,2014-09-30,Niedersachsen,3,30,15.6,14.2,1.4,82.1,1014470,2
2020-01-01,2020-01-31,Saarland,4,31,3.0,16.1,2.0,89.4,85623,0
2022-06-01,2022-06-30,Rheinland-Pfalz,2,30,18.7,14.5,2.9,71.7,807783,7
2017-12-01,2017-12-31,Sachsen-Anhalt,4,31,3.3,21.1,1.5,83.8,456545,0
2018-04-01,2018-04-30,Sachsen,1,30,13.4,19.1,1.2,71.2,495184,9
2020-04-01,2020-04-30,Berlin,1,30,10.8,17.0,0.2,56.5,15752,0
2020-03-01,2020-03-31,Mecklenburg-Vorpommern,1,31,4.6,25.0,1.1,75.1,490225,1
2013-09-01,2013-09-30,Berlin,3,30,13.4,17.7,1.9,77.8,15752,0
2015-04-01,2015-04-30,Schleswig-Holstein,1,30,7.6,24.0,0.7,73.6,162014,0
2013-11-01,2013-11-30,Nordrhein-Westfalen,3,30,5.3,19.3,2.6,90.9,849507,0
2019-06-01,2019-06-30,Niedersachsen,2,30,19.6,16.0,3.3,73.5,1014470,48
2017-05-01,2017-05-31,Sachsen,1,31,14.2,16.2,1.1,78.9,495184,22
2012-09-01,2012-09-30,Bayern,3,30,12.2,11.1,3.9,85.3,2487176,0
2010-06-01,2010-06-30,Bayern,2,30,14.8,11.9,7.6,84.7,2487176,16
2021-07-01,2021-07-31,Bremen,2,31,18.3,16.7,2.3,79.8,436,0
2014-10-01,2014-10-31,Berlin,3,31,12.5,14.6,1.6,82.6,15752,0
2021-12-01,2021-12-31,Nordrhein-Westfalen,4,31,4.7,18.0,1.8,86.0,845939,0
2019-05-01,2019-05-31,Sachsen,1,31,11.4,17.0,2.7,78.9,495184,5
2010-10-01,2010-10-31,Hessen,3,31,8.6,12.8,1.5,81.2,839306,0
2014-01-01,2014-01-31,Hessen,4,31,3.5,13.6,2.1,85.5,839306,0
2011-09-01,2011-09-30,Nordrhein-Westfalen,3,30,15.6,16.3,1.4,84.4,849507,2
2010-01-01,2010-01-31,Hessen,4,31,-2.1,13.9,1.9,91.4,839306,0
